longitude,latitude,sample_id,uid,timestamp,tweet,emotion_ct,happy,sad,neutral,angry,fear,surprise,disgust,emotions
-95.3832,29.7629,18,2109,8/12/2017 16:32,"Being vegan isn't hard it all. In the mood for scrambled eggs? Try ""Scrambled tofu"" instead with� https://t.co/R3R0KkykVE",1,,1,,,,,,sad
-95.3832,29.7629,18,2123,9/9/2017 20:16,"Making moves on this beautiful Saturday in the H???? @ Houston, Texas https://t.co/Z4JQT6mznY",3,2,1,,,,,,happy sad
-95.43484337,29.73032844,18,2125,9/10/2017 3:09,He's been a solid dude for the last 16 years that we've been planted here. He baptized us both� https://t.co/ig8lLeryAP,1,,,1,,,,,neutral
-95.36683117,29.75799513,18,2138,9/30/2017 18:17,We had a blast at the First Annual Nigerian Cultural Parade!!! You guys know we filmed the� https://t.co/PVhrRqy4p6,2,2,,,,,,,happy
-95.43484337,29.73032844,18,2143,10/1/2017 13:22,Feeding our soul! ???? @ Lakewood Church https://t.co/8dMUmElFbv,1,,,,1,,,,angry
-95.3832,29.7629,16,2232,9/7/2017 11:56,"So damn ready for the weekend, folks!! @ Houston, Texas https://t.co/gILjKa9RMJ",1,,,1,,,,,neutral
-95.3832,29.7629,16,2240,9/29/2017 2:57,"Yawn @ Houston, Texas https://t.co/H12g3eqT0W",1,1,,,,,,,happy
-95.30013,29.87579,14,2792,9/24/2017 19:06,"The BEST Thing Going
*Sip N' Chill Sundays* Come hang out while I play the DOPEST music to kick� https://t.co/XqL9MAkk2B",1,,,1,,,,,neutral
-95.30013,29.87579,14,2793,9/29/2017 21:03,"See Y'all After Work!!!
Check me out at *FEEL GOOD FRIDAYS* DJing 5p-11p at 3D's *5928 Leedale� https://t.co/hv6IZfInYP",2,,,2,,,,,neutral
-95.3022766,29.7476902,12,2838,7/26/2017 14:28,"Spending all day with my princesses! Daddy loves you, babies! @ Chuy's Chop Shop https://t.co/0kJHK8qyvU",1,1,,,,,,,happy
-95.18707,29.78196,12,2840,8/5/2017 18:17,"Rest in Heaven, Dad! @ Blackwell &amp; Vazquez Funeral Home https://t.co/u1JhoNZeMt",1,,,1,,,,,neutral
-95.3583413,29.7612055,12,2844,8/15/2017 23:04,Getting ready to speak to 200-400 kids with their parents about Jesus!  Have your way in this� https://t.co/xAlbo44Bct,1,1,,,,,,,happy
-95.59640937,29.78580301,11,2899,8/1/2017 4:29,Porsche Panamera. The Iconic brand. There is no substitute!� https://t.co/RAWhiUSC9D,1,1,,,,,,,happy
-95.4028699,29.80316,9,2902,7/30/2017 6:01,"Tonight was one of the best nights of my whole life. After fourteen years of patience, I got to� https://t.co/38xepK76uD",4,3,,,1,,,,happy angry
-95.313,29.70466,6,2994,8/9/2017 16:35,"If you are tired of having unmanageable, dry hair, with open ends, or correct the color you have� https://t.co/VN4GciyA3w",3,,1,,,2,,,sad fear
-95.313,29.70466,6,3009,8/25/2017 16:17,When your clients send you a positive feed back you know you are doing good! Love what you do� https://t.co/C8FmiR4ygL,1,,1,,,,,,sad
-95.3832,29.7629,6,3047,10/1/2017 7:11,I want to thanks to dannynguyencouture  for my amazing dresses I love them so much!! But also� https://t.co/SEkBtuCUYU,2,1,,1,,,,,happy neutral
-95.36,29.73,4,3105,8/1/2017 16:28,All these single men around here got women thinking they are in relationships ??. Guess it's� https://t.co/JZLwKTqHgW,2,,2,,,,,,sad
-95.36,29.73,4,3109,8/12/2017 19:28,"Make sure u support my brother from another mother ?? heartyburger @ Third Ward, Houston https://t.co/Qw64JLVRLf",1,1,,,,,,,happy
-95.615976,29.915093,64,3160,9/20/2017 20:18,The man of my life wears diapers ????????? @ Chili's https://t.co/2nVyPzfvEt,1,,,,1,,,,angry
-95.5686,29.8906,64,3164,10/1/2017 19:15,"Had to ?? @ Jersey Village, Texas https://t.co/xnM8gc0WCE",2,,1,,1,,,,sad angry
-95.31175519,29.65941153,62,3240,8/11/2017 0:28,"Just posted a photo @ Southeast Houston, Houston, Texas https://t.co/OeJtNNLwpm",1,,,1,,,,,neutral
-95.5154439,29.58530125,62,3254,9/6/2017 16:38,"Just posted a photo @ Quail Run, Missouri City, Texas https://t.co/l81NmrjalH",1,,,,,1,,,fear
-95.3832,29.7629,62,3262,9/21/2017 20:18,"Just posted a photo @ Houston, Texas https://t.co/ntFoHWYO8p",2,,,2,,,,,neutral
-95.3832,29.7629,59,3740,8/10/2017 3:05,Collaborative production with realbeautyrealwomen and creatorsandcollectors. Synergies abound!� https://t.co/OXzq4NKrDR,4,3,,,,,1,,happy surprise
-95.39735,29.94024,59,3746,8/15/2017 11:35,It can be a difficult balance - working mom life often means your child tags along. So when she� https://t.co/DQPZwLk5cf,2,1,,1,,,,,happy neutral
-95.39735,29.94024,59,3749,8/19/2017 23:20,This week at @kynd1520 for Real Beauty Real Women radio - our packed show on Thursday followed� https://t.co/dQdD5EEtgA,2,2,,,,,,,happy
-95.39735,29.94024,59,3751,8/23/2017 14:08,Tomorrow on realbeautyrealwomen radio show on @kynd1520! So excited to have these inspiring� https://t.co/fA57tFMDwE,4,4,,,,,,,happy
-95.39735,29.94024,59,3760,9/16/2017 22:41,Grateful that mini can come with me to work most of the time! Shout out to the working moms like� https://t.co/Rg4kwprBTS,1,1,,,,,,,happy
-95.3832,29.7629,59,3763,9/24/2017 20:39,Had a wonderful time last night as co-emcee with @InterestingTX of merumerus527 new collection� https://t.co/ysPwr9NZOk,1,1,,,,,,,happy
-95.22082,29.61955,57,3879,8/14/2017 22:42,I WANT TO INTRODUCE YALL TO MY NEW CLUB paradise_city_houston I WILL BE SPINNING AT EVERY� https://t.co/ZVnuxJNFCL,1,,,1,,,,,neutral
-95.22082,29.61955,57,3880,8/15/2017 19:41,"??#Tonight#TacoTuesday ??
??2 Cover 
?? Tacos 
?? Table Dances ??????
paradise_city_houston ?? @� https://t.co/MUElbL2AZw",2,,,1,1,,,,neutral angry
-95.22082,29.61955,57,3889,8/22/2017 18:03,"The Best Fucking Taco Tuesday In the City ??
paradise_city_houston PULL UP TONIGHT ?? @ Paradise� https://t.co/orJPtmuroK",1,,,1,,,,,neutral
-95.22082,29.61955,57,3907,9/22/2017 21:39,12330 Gulf Freeway ?? paradise_city_houston @ Paradise City https://t.co/jUVx7OW3MU,1,,1,,,,,,sad
-95.22082,29.61955,57,3918,9/30/2017 0:24,Friday Night Live paradise_city_houston | 50+ Beautiful Entertainers | 18&amp;Up Welcome | Hookah� https://t.co/Nt5Nv2QBDP,2,1,1,,,,,,happy sad
-95.40083,29.80162,52,4229,8/3/2017 17:20,"Looks fun, right?  But if you need a break, come see us at Heights Presbyterian Church on� https://t.co/jxqetm3WwA",2,,2,,,,,,sad
-95.3832,29.7629,52,4249,9/15/2017 18:55,My request for sample fabric from clevelandsewingco came with a donation for the JJ Watt� https://t.co/u8YqCzuewg,1,,1,,,,,,sad
-95.46238923,29.75007598,51,4277,8/21/2017 6:31,Golden friends @ True Food Kitchen https://t.co/rY6NTlSEG8,2,1,,,1,,,,happy angry
-95.4813,29.80006,46,5681,8/16/2017 21:05,"Listo !!!! en Spring Branch East, Houston https://t.co/kaDUuWXm3w",1,,,1,,,,,neutral
-95.3748322,29.7350006,41,6598,8/6/2017 2:31,Sabadito caliente!!! @ Axelrad https://t.co/b8x3YPHPWQ,1,,1,,,,,,sad
-95.5623919,29.7792716,38,6701,8/14/2017 16:17,I am beyond excited that I will be wed to this beautiful woman so soon! @ The Capital Grille� https://t.co/PvxckpNBWg,2,2,,,,,,,happy
-95.3832,29.7629,36,6820,8/31/2017 17:20,I'm thankful to share all of my passions with you.  Saber the moments ?????????? Thank you Collin� https://t.co/VutbXbfbqX,1,,,1,,,,,neutral
-95.3832,29.7629,36,6822,9/1/2017 22:38,Proud to see so many people coming together because of this unfortunate tragedy.  We love you� https://t.co/x29eJuIiAM,1,,,1,,,,,neutral
-95.35238348,29.75236532,36,6839,10/1/2017 5:06,"It was a busy Saturday for me, but the energy was roaring through my veins!!!  ?? =� https://t.co/Iuqt4NjtRB",1,,,,1,,,,angry
-95.53757997,29.61644601,35,6965,8/13/2017 17:45,Charlie's Angels @ Heaven On Earth https://t.co/VfFCIholBc,2,,2,,,,,,sad
-95.37261,29.74673,98,7359,8/14/2017 0:52,You're my ?? to a great time @ Cl� Houston https://t.co/CREQ6NifWD,1,1,,,,,,,happy
-95.36048007,29.75177156,97,7390,8/21/2017 5:01,A Regal evening supporting the arts ?? n Houston. The Emsemble Theater Black Tie Gala. @ Hilton� https://t.co/wzx6Yenxc7,1,,,1,,,,,neutral
-95.36048007,29.75177156,97,7392,8/24/2017 21:21,"Ok, who saw the record breaking broadway phenomenon ""Hamilton"" ?
Tix were sold out for months in� https://t.co/FjEhRJUfRb",2,1,,1,,,,,happy neutral
-95.30215061,29.84860954,97,7395,9/4/2017 20:21,"PopUp Donation Drive. I was honored to take this pic with this beautiful, smart, young lady.� https://t.co/WJ3x1Y4vzE",2,1,,1,,,,,happy neutral
-95.37415,29.73193,97,7396,9/6/2017 16:15,Bootcamp ?. These two ladies kept me pushing today. Thanks you� https://t.co/InlZm2M51l,2,,,2,,,,,neutral
-95.5607348,29.7784499,94,7444,8/17/2017 4:27,Happy (early) Birthday Caro ???? I hope you have a good one next� https://t.co/YQS4LjEg4G,1,1,,,,,,,happy
-95.3993959,29.8027845,91,7498,8/6/2017 22:48,White linen party was a good time ???? @ White Linen Night in the Heights https://t.co/qPqOvZqwVU,10,10,,,,,,,happy
-95.56118045,29.78022936,91,7503,9/23/2017 21:57,?? @ Hotel Sorella CITYCENTRE https://t.co/N5RoPKJGdk,1,1,,,,,,,happy
-95.4999008,29.7184601,90,7530,8/1/2017 0:13,What a great class. I got my ass kicked and I loved every minute of it. @ Inner Me Studios https://t.co/yc9IfHfNzg,1,1,,,,,,,happy
-95.3795624,29.738781,88,7607,8/22/2017 2:31,Two kids looking dapper doubletroublehtx @Drunk_Emily @ Double Trouble Caffeine &amp; Cocktails https://t.co/JmDdKjc6bg,1,,,1,,,,,neutral
-95.40762,29.57805,84,7688,8/10/2017 3:45,Brought joy to my godmother's heart today by joining her at bible study tonight. Haven't seen� https://t.co/Kd2oCsFG5Y,3,2,,1,,,,,happy neutral
-95.3832,29.7629,78,7981,8/30/2017 20:37,Don't give up just because you're having a hard time. Things will work out better than you can� https://t.co/JLhJqKIEEQ,1,1,,,,,,,happy
-95.23988,29.66452,77,8034,9/9/2017 23:46,"One time for my brother Trae Tha Truth....  The world is WATCHING now, no longer worried about� https://t.co/YKeuMGhrHp",1,,,1,,,,,neutral
-95.33157308,29.90371011,77,8038,9/21/2017 23:12,"Another day, another community to serve alongside these two incredible human beings.  Honored to� https://t.co/BA04xuqxJo",2,,,2,,,,,neutral
-95.3832,29.7629,76,8080,7/29/2017 18:54,"""Last night was mad trill. I'm fresh outta Advil Jesus grab da wheel."" - Jay Z ?? 

Happy� https://t.co/7EgvIyH8nd",3,1,,2,,,,,happy neutral
-95.56771,29.63239,75,8271,8/12/2017 3:26,Our classes are filling up make sure you book on the app to save time!!@ he's arrived 10 minutes� https://t.co/iH0MBQFao4,8,7,,1,,,,,happy neutral
-95.56771,29.63239,75,8285,8/25/2017 11:26,"Don't let the in coming storm get you bent out of shape!
We have 2 more classes before we close� https://t.co/38SnLvM8t2",1,,,,1,,,,angry
-95.56771,29.63239,75,8295,9/8/2017 22:39,We know it's been a rough few weeks for all of us!!! So many hurricanes that will make your head� https://t.co/fpOLKqZ9Me,1,1,,,,,,,happy
-95.56771,29.63239,75,8298,9/12/2017 20:02,If 8:30 a.m. hot power flow wasn't in the cards today then maybe you need a slower practice like� https://t.co/WUPpWPLUhS,2,2,,,,,,,happy
-95.42891979,29.782928,73,8479,8/17/2017 13:03,"BE JEWELED || From outfitting your home, to accessorizing your wardrobe, Savannah House truly� https://t.co/JdWstqImIT",1,,,,1,,,,angry
-95.3832,29.7629,73,8480,9/20/2017 23:30,"SCOUTED || Founder and editor of La Dolce Vita blog, and interior design business owner, Paloma� https://t.co/30mtabZsxP",1,1,,,,,,,happy
-95.46343417,29.73919547,133,11337,7/29/2017 15:34,Join us today as we celebrate Houston Iconic Fashion Week with Style and Philanthropy.� https://t.co/szmTnsnbLr,3,,,3,,,,,neutral
-95.36683117,29.75799513,126,11905,8/22/2017 20:20,Have a Happy!! ???????????? @ Downtown Houston https://t.co/di21AyKvlB,1,,1,,,,,,sad
-95.31031538,29.91193175,126,11906,9/15/2017 3:04,"RIP Mom &amp; Dad, ????You were loved by so many... ??We miss you, ?? we� https://t.co/KOTj7pyCyN",4,1,,3,,,,,happy neutral
-95.3832,29.7629,121,11969,7/28/2017 5:33,"Cash Carti @ Houston, Texas https://t.co/CaCbQNj6m3",1,,,1,,,,,neutral
-95.3832,29.7629,121,11986,8/12/2017 21:27,"???? @ Houston, Texas https://t.co/1xWfFWWgmL",1,,,,,,1,,surprise
-95.37203836,29.78703317,121,11992,8/17/2017 13:19,??� https://t.co/iOVTts62MC,1,,,1,,,,,neutral
-95.3832,29.7629,121,11993,8/18/2017 13:17,... I really like this pic...� https://t.co/3rZITAKUvd,1,,,1,,,,,neutral
-95.3832,29.7629,121,12011,9/2/2017 14:56,"?????? Houston I'll be back Tuesday, I'm still in Memphis if you trying to booking hit me up.� https://t.co/Ooysv1s4rd",2,1,1,,,,,,happy sad
-95.3832,29.7629,121,12020,9/12/2017 15:22,"???? girl magic 

__________________________________________________________

#2017� https://t.co/7Wv3aArljt",1,,,,,1,,,fear
-95.3832,29.7629,121,12021,9/13/2017 16:10,The first time I shot� https://t.co/utyLmujH0n,1,,,1,,,,,neutral
-95.3832,29.7629,121,12025,9/17/2017 14:14,"Oh my dis side...

__________________________________________________________

#2017� https://t.co/nOCJzJTxmS",1,,,,,1,,,fear
-95.3832,29.7629,121,12033,9/24/2017 1:01,What�s the move� https://t.co/aSSThNdFmV,1,,,,,1,,,fear
-95.3832,29.7629,118,13488,7/28/2017 14:39,"It's Friday, and this is how we feel�yes even with Camila's little fake yawn ???? haha also� https://t.co/GjWejgtrNy",1,,1,,,,,,sad
-95.3832,29.7629,118,13494,7/31/2017 19:24,"There are certain projects, certain women, certain dreams that set your heart and soul on fire.� https://t.co/onv1lemFUt",4,4,,,,,,,happy
-95.38967842,29.72551083,118,13501,8/6/2017 19:33,Camila and Santiago's favorite piece is by painter/artist named Jackson Pollock. They learned� https://t.co/AHf4O77dZh,3,2,,1,,,,,happy neutral
-95.52086,29.78746,118,13517,8/23/2017 22:42,I make a face when I'm excited. This is THAT face ??????? LOL Gracias a lilitalani y fapa4 por la� https://t.co/wWOAtgIRal,3,2,1,,,,,,happy sad
-95.3832,29.7629,118,13530,9/16/2017 18:02,"I'm so thankful for the women in my life who always bring out the best in me. ??

Taking� https://t.co/fYChUVTFEC",1,1,,,,,,,happy
-95.52086,29.78746,118,13534,9/19/2017 13:55,"Surround yourself with strong, confident, professional women who are Momma's and love supporting� https://t.co/IpgcoB8fJu",3,3,,,,,,,happy
-95.3979103,29.70659097,113,13712,8/3/2017 16:01,Early birthday celebration with our awesome radiation oncology team!� https://t.co/TEa6WtxEi3,4,4,,,,,,,happy
-95.6141,29.5996,113,13715,8/6/2017 15:44,Happy 21 to my sweetheart ??You bring light into every relationship� https://t.co/oUtnAnSHrK,1,,1,,,,,,sad
-95.3990021,29.69579054,113,13717,8/9/2017 18:08,Celebrations and Challenges....a new update� https://t.co/SG65Muzplg,11,8,,3,,,,,happy neutral
-95.3979103,29.70659097,113,13727,8/25/2017 2:24,"Thank you Dr. Sulman, our neuro oncology radiologist, for all your� https://t.co/t8a74Q1LSK",1,1,,,,,,,happy
-95.3990021,29.69579054,113,13734,9/3/2017 21:37,Cancer doesn't break for hurricanes... a long overdue update� https://t.co/AUHxqkdkCR,3,3,,,,,,,happy
-95.3832,29.7629,110,13902,9/29/2017 22:19,"""Darkness cannot drive out darkness; only light can do that. Hate cannot drive out of hate; only� https://t.co/mIQTFkfSf1",1,1,,,,,,,happy
-95.61990397,29.72418314,109,13978,7/24/2017 13:17,"Hello Nairobi Kenya i will see you soon
 August 29th-September 3rd 2017
Save the dates
Spread� https://t.co/16LOkhltuw",5,3,,2,,,,,happy neutral
-95.1232249,29.6693213,108,14151,7/27/2017 14:08,Our kids love to play the drums! Lessons are always a fun time to enjoy yourself and play the� https://t.co/OphwkDYdOJ,1,1,,,,,,,happy
-95.1232249,29.6693213,108,14154,7/31/2017 18:11,August is coming up and that means back to school. Back to school is a great time for kids to� https://t.co/6cy1A7ps8X,1,1,,,,,,,happy
-95.1232249,29.6693213,108,14155,8/3/2017 0:27,"Want to learn to play ukulele? Lessons With Austin offers lessons for guitar, bass, and even� https://t.co/PXmc5roQbf",1,1,,,,,,,happy
-95.3832,29.7629,103,14358,9/8/2017 13:59,"Just posted a photo @ Houston, Texas https://t.co/mtPJhwIrnO",1,1,,,,,,,happy
-95.46343417,29.73919547,103,14360,9/9/2017 23:20,?? @ The Galleria https://t.co/VdTo4wQZny,1,,1,,,,,,sad
-95.373154,29.745974,135,14621,7/29/2017 17:21,Over 27 Birthdays at The Third Annual Leo Super Day Party RSVP NOW� https://t.co/Je4Pj17IVF,2,,,1,,1,,,neutral fear
-95.43238,29.73627,135,14652,9/10/2017 4:52,=TONIGHT ? THE VIRGOS TAKEOVER+TEXANS KICKOFF PARTY+LADIES NIGHT(FREE CHAMPAGNE TIL 11) ? DJ� https://t.co/zX4qwqpDXx,1,1,,,,,,,happy
-95.3725183,29.74703427,135,14653,9/11/2017 16:02,"FRIDAYS HAS MOVED TO ROSEGOLD!
Dress code is strictly enforced, collar shirts for men, no sports� https://t.co/GlDA1CWgqJ",1,,,1,,,,,neutral
-95.3725183,29.74703427,135,14654,9/13/2017 16:33,This Friday!! the Premiere of ROSE GOLD FRIDAYs &amp; Indmix Exchange |Dj Supastar + Dj Q-Holic| All� https://t.co/m1Likmle7V,1,,,1,,,,,neutral
-95.3725183,29.74703427,135,14655,9/15/2017 17:04,1919 Mixology is close now but we bringing the SEXY n SOPHISTICATED to The Return of Feel Good� https://t.co/DXoQtIOWV3,1,,,1,,,,,neutral
-95.3725183,29.74703427,135,14656,9/15/2017 17:50,TONIGHT!! the Premiere of ROSE GOLD FRIDAYs &amp; Indmix Exchange |Dj Supastar + Dj Q-Holic| All� https://t.co/IeUg38To7s,1,,,1,,,,,neutral
-95.3832,29.7629,163,14871,8/30/2017 12:52,So incredible to see how many have dropped everything to drive into the storm to help. True� https://t.co/kkybhqOnAf,1,1,,,,,,,happy
-95.3832,29.7629,161,15111,8/7/2017 0:44,Forgive and you will be forgiven (yea I googled bible quotes for a� https://t.co/CsBGWtE0Mx,1,,,,,1,,,fear
-95.3832,29.7629,161,15112,8/23/2017 0:33,"Hannah Lee I'm on my way to you @ Houston, Texas https://t.co/7WBTLG6oIZ",2,,,1,1,,,,neutral angry
-95.34119,29.69983,159,15328,8/6/2017 1:52,"10:30Pm... Is The Time... 
  -  For This Life I Cannot Change... ??10:30Pm-3Am?? ??(4913 Griggs Rd)� https://t.co/eHzxoesmCK",1,,1,,,,,,sad
-95.35882562,29.70191839,159,15399,8/22/2017 19:59,"Me And Bosses Talkin' Profit Margins... 
Yea,  The Streets Keep Calling For Me... 

Just� https://t.co/ZFlikuG48R",2,1,,,1,,,,happy angry
-95.35903081,29.70133593,159,15461,9/23/2017 23:35,"Don't You Ever Fix Yo Lips Unless You About To...
Just� https://t.co/rEODp5dcn8",2,,1,,1,,,,sad angry
-95.41641224,29.80187975,157,15846,9/9/2017 20:38,Posted up at eurekaheights until 9pm. Beautiful day to get some Latin Street food paired with� https://t.co/BJaUjVktOh,2,,1,,1,,,,sad angry
-95.36683117,29.75799513,146,17223,8/24/2017 22:13,Just posted a photo @ Downtown Houston https://t.co/b9VxV5UPo3,6,3,,,3,,,,happy angry
-95.36246,29.75942,142,17419,8/15/2017 11:35,Another pop-up this morning on the second floor of 609 Main! Serving an espresso bar and� https://t.co/1QdZMLLJLV,1,,,1,,,,,neutral
-95.55275,29.78583,141,17564,8/8/2017 21:43,#88 is my favorite number! Thanks Rich for all the drewpearsonlive goods!!!! @ District at Memorial https://t.co/Jw8CxDcIlC,1,1,,,,,,,happy
-95.41468791,29.69334704,190,21417,8/18/2017 23:27,"when you go to jolli(bae) w/ the best bae, bae for life, and the bae(by).
I'll let y'all try and� https://t.co/lVQy4Zucyr",2,2,,,,,,,happy
-95.3832,29.7629,182,21783,8/15/2017 5:01,Chapter 32 Leo's  ???come through yall Leo lady been  cutting up and it don't stop ???? here 32� https://t.co/5LkRaPokWR,1,,,1,,,,,neutral
-95.54901091,29.89989553,181,21818,8/2/2017 18:30,See you at Family Fest!!!!! @ First Metropolitan Church https://t.co/sNZ95ybZP4,5,5,,,,,,,happy
-95.54901091,29.89989553,181,21823,9/13/2017 16:48,Look at who stopped by the church!!!  Mo always helping and looking out for others! I'm blessed� https://t.co/R0WWp0EEqD,3,2,,1,,,,,happy neutral
-95.54901091,29.89989553,181,21824,9/17/2017 13:04,Praise And Worship at The Place Where You  Belong! @ First Metropolitan Church https://t.co/SSbMEkbQRr,1,,1,,,,,,sad
-95.3767,29.77563,181,21829,9/30/2017 1:23,Disgraced @ 4th Wall Theatre Houston https://t.co/56XJBNW5SH,3,2,1,,,,,,happy sad
-95.3832,29.7629,179,21873,8/5/2017 0:57,"Eyebrows shape the eyes that are the windows to the soul. Let me teach you on August 26th, 2017� https://t.co/P0YEd7E2gd",1,,,1,,,,,neutral
-95.58416865,29.73544048,179,21879,9/11/2017 19:32,Our private class was simply amazing! Erica is now a certified Microblading artist and is one� https://t.co/QxOGgXoktv,2,2,,,,,,,happy
-95.27888889,29.64555556,176,22157,7/27/2017 21:30,For those of you who've never seen the Texas Medical Center - here� https://t.co/qAtWIASZpD,1,,,1,,,,,neutral
-95.3979103,29.70659097,176,22160,8/14/2017 19:02,Can you see the excitement on our faces?! Kicking off MD Anderson's� https://t.co/aDJLpMuO7c,2,2,,,,,,,happy
-95.4135132,29.7178192,176,22166,8/20/2017 22:56,"I had a fun weekend filled with activities, friends and family.� https://t.co/jwdcPRvbkA",1,1,,,,,,,happy
-95.424919,29.772825,175,22279,9/11/2017 20:26,They treating  me good ???? @ Zen Cookie Nails https://t.co/TiAUgGIRUX,1,,1,,,,,,sad
-95.49602,29.84239,232,25179,7/30/2017 2:35,All the national medallist!!!!#wham#swoppppp#@DragonsTFC @ Crowne Plaza Brookhollow https://t.co/mlI1Zorl1P,4,,,4,,,,,neutral
-95.3832,29.7629,232,25180,7/31/2017 14:04,Good weekend kids went to banquet and car show and had a great time the boys left the banquet� https://t.co/UewQ1N970l,1,,,1,,,,,neutral
-95.515,29.9253,232,25185,9/27/2017 22:22,We bacc tonight going in like u already know Pull up on the trap!!!!#wham#stripclubtrappin� https://t.co/iiEH7jWSxY,1,1,,,,,,,happy
-95.4129899,29.77063,231,25194,9/15/2017 22:52,"this is gonna be us at Franks pizza tonight after virtuevicehtx ??
Come join the fun! i'll be in� https://t.co/8AmZyUWQwk",4,4,,,,,,,happy
-95.35950699,29.76609506,228,25248,8/3/2017 18:23,Today our listening and speaking class had small party. All the classmates need to prepared� https://t.co/26jiIVE1IW,5,3,,2,,,,,happy neutral
-95.35950699,29.76609506,228,25260,8/10/2017 19:46,"Today is our summer semester final day, and a lot of friends will leave UHD! I'll miss y'all !� https://t.co/9QlrKm392I",6,6,,,,,,,happy
-95.5598076,29.7310732,228,25269,9/4/2017 5:47,"Yesterday we were the  volunteer at West Houston Assistance Ministries. At that time, we found� https://t.co/EoOxPTyNDn",7,7,,,,,,,happy
-95.3832,29.7629,221,25510,9/5/2017 19:30,Our hearts go out to everyone in the Houston area who suffered damages during Hurricane Harvey.� https://t.co/eHorr9FZDS,1,,,1,,,,,neutral
-95.37203836,29.78703317,220,25608,9/16/2017 18:23,"Last week last Friday!
Cronopios  writers meeting ! Lovely folks looking forward to next first� https://t.co/i3AcO5DH2m",1,,1,,,,,,sad
-95.4159012,29.7622108,218,25754,8/13/2017 5:23,"Years ago I took care of this man as he begun his cancer journey. Lost most of his mouth, but� https://t.co/JKpyMH0trI",1,1,,,,,,,happy
-95.57127355,29.64182059,218,25756,9/16/2017 4:24,Tracy Byrd at the RNCC @ Redneck Country Club https://t.co/sJ6qxHcHIN,1,1,,,,,,,happy
-95.39310088,29.76182363,214,26120,8/1/2017 12:28,"You asked, and we've answered! Everything you want to know about paddle boarding on� https://t.co/sSlEEPujrq",1,1,,,,,,,happy
